Text,Label
"Jokowi: Pemerintah Tak Bisa Kerja Normal, Awal 2023 Resesi Ekonomi Global! https://t.co/4xQaYfxc0L",1
"Jokowi: Pemerintah Tak Bisa Kerja Normal, Awal 2023 Resesi Ekonomi Global! https://t.co/FHgF5a2rmD",1
"Why is Financial Management Important? “Bagaimana Pengelolaan Keuangan untuk Menghadapi Resesi Ekonomi di Tahun 2023?”
Link Daftar: https://t.co/qs7VVepmPy
.
Follow 
@akeyodia
@edwin_indarto
.
A Key for Indonesia #akeyodia
.
#KikySaputri #Tempur #Dayak #FitriTropica #WebinarFree https://t.co/XgqRfv5n9d",1
"Nah, penasaran kenapa UMKM bisa menjadi penyelamat Indonesia dalam menghadapi resesi tahun 2023? 

Untuk mengetahui jawabannya, langsung cek saja postingan berikut ya! 

#resesi #resesiglobal #ekonomi #resesiekonomi #ekonomiglobal #UMKM #KontrakHukum #Legal #Hukum #Legalitas https://t.co/ugqITNErLv",1
"ada yang aware juga ini soal CBDC di platform ini wkwkwk, memang resesi 2023 ini buat pemerintah bisa implementasi itu, dark sidenya kayak di chinese, dimana duit ga bakalan bisa di simpan, kita dipaksa spending terus, biar ekonomi bisa berputar https://t.co/9adMegUVpD",1
"Hampir masuk Kuartal Pertama tahun 2023, ekonomi creative khususnya konten kreator youtube mengalami penurunan pendapatan, dikarenakan periklanan pada platform sosial media juga menurun. Semua itu akibat ekonomi global yang mengalami resesi terutama invansi Rusia terhadap Ukraine",1
"Berdalih optimis G20 membawa dampak positif. Namun ditepis dengan kebijakan pro kapitalis daripada rakyatnya sendiri. Alih-alih ekonomi membaik, justru ancaman resesi 2023 itu nyata adanya

Live Muslimah Bicara
Perubahan Islam
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",1
"Alih-alih ekonomi membaik, justru ancaman resesi ekonomi 2023 itu nyata adanya. Sekalipun mereka sudah menyodorkan solusi kebijakan fiskal jika terjadi resesi. Namun, itu hanyalah solusi tambal sulam semata. G20
Live Muslimah Bicara
#G20TidakMembawaPerubahan
#IslamSolusiKehidupan",1
"@RuangLucuuu ngobrolin seputar politik, pemilu 2024, perang russia ukraina, peluang resesi ekonomi global 2023, teori konspirasi new world order, penampakan ufo baru2 ini",1
"Andai-pun resesi benar terjadi 2023, kita sudah memiliki persiapan yang cukup matang. Job Fair 2022 yang sudah dibuka tadi pagi adalah salah satu contoh upaya kita untuk meningkatkan pertumbuhan ekonomi.

#EkonomiPulih #SumenepKotaKeris #sismo https://t.co/VcDDfbpc0a",1
"Untuk mendalami soal ketahanan ekonomi Indonesia serta resesi global, Tempo menyelenggarakan “Tempo Economic Forum 2023"". #TempoNasional https://t.co/AIIT7u3QDJ",1
"KTT G20 yang akan berlangsung besok, semoga menguntungkan indonesia.Semoga goal #KTTG20Bali ada solusi bersama, bukan resesi ekonomi dunia 2023,pandemi covid19 new versi atau krisis pangan global.Kalau sampai 3 poin ini #KTTG20 kesimpulan saya ini intervensi,penjajahan. #lawan https://t.co/E0xiAz3huc",1
"""Dont care what they say"" itunya siapa? Ada satu faktor yang membuat ekonomi itu stabil yaitu confident!!!. Daripada bahas masalah 2023 resesi apa nggak dimana udah jelas proyeksi Bank Dunia itu bilang kita masih tangguh. Yang paling penting bagaimana kita antisipasi..",1
"Sekretariat Kabinet menggelar Diskusi Kelompok Terpumpun (DKT) Economic Outlook 2023 bertajuk “Menavigasi Ekonomi di tengah Ancaman Resesi” di Hotel Swiss-Belinn Saripetojo, Kota Surakarta, Jawa Tengah, Rabu (09/11/2022).

#InfoSetkab
Foto: Humas Setkab/ Dindha https://t.co/wiUdlgjOBR",1
"[ Info Webinar ]

Hallo Sobat Puska!!!✨

Tidak untuk menakut-nakuti, faktanya dunia menghadapi resesi ekonomi serius. Dalam publikasi World Economic Outlook (WEO) bulan Oktober 2022, IMF memproyeksikan pada tahun 2022 dan 2023 terjadi perlambatan pertumbuhan ekonomi yang merata- https://t.co/3auuuFvNMm",1
@jokowi Semoga RI yang dipimpin bapak &amp; team membawa terangNya bagi para pemimpin negara yg hadir di G - 20 menjadikan para pemimpin negara bahu membahu mewujudkan perdamaian dunia dan geliat ekonomi kembali normal dari bayang2 resesi di th 2023,1
Saya rasa gausa takut resesi 2023 soalnya pake ekonomi pro mod apk alias ekonom indo udah top top minusnya indo cuma 1 yakni orang2 yang live tiktok minta beras gajelas padahal sehat jasmani rohani mending dijegurno nak kali,1
"Makasih banget yah yang selalu repeat order ke aku. Ditengah isu-isu menuju resesi ekonomi 2023, Corona (lagi) di Wuhan sesi 2, BBM naik, dll tetap rejeki senantiasa mengalir, thanks God.",1
"Dalam sebuah wawancara dengan The New York Times , Gourinchas mengatakan IMF memperkirakan 
""sekitar sepertiga dari ekonomi global berada dalam resesi teknis""

—didefinisikan sebagai dua kuartal berturut-turut dari kontraksi ekonomi—pada tahun 2023.

https://t.co/p1BzQMuWFa",1
"tau tau ditanya orang mengenai tips menghadapi resesi tahun 2023.

hmmm...

saran gue adalah, bantu ekonomi di sekitar untuk berputar.
kurangin jajan di intr brand
Beli sayur di pasar

stop beli kaos di gerai fast fashion, beli aja kaos band lokal",1
"Kalau pun 2023 nggak ada resesi, tapi pasti resesi itu datang. Ntah di 2024, 2025, dst.

Karena itu konsekuensi dari ekonomi Kapitalisme, apalagi mayoritas kekayaan berada di sektor non-real.",1
"Influencer dan pengamat ekonomi indonesia : OMG INDONESIA AKAN RESESI PADA TAHUN 2023
me : omg recession incoming !! Bout to turn myself into a near depression age flapper",1
"Kesimpulannya, resesi 2023 tidak berdampak signifikan, hanya saja perkembangan ekonomi Indonesia melambat. Dan apabila ekonomi kembali pulih, untuk kembali normal, Indonesia memerlukan waktu yang cukup lama.

Apa yang harus diperbuat?",1
"[ GEODESY MEAN TIME ]

Good evening, bestie!
Ninu ninu, Resesi Ekonomi 2023 coming soon, kira kira apa aja yaa yang perlu disiapin untuk anak kos? Takut banget ga sih kalo cuma bisa minum air saking hematnya dapet apaa? Tenang bestie, gausah terlalu takut, https://t.co/3fo2KKn2eq",1
"Bos BCA soal Ekonomi Diprediksi Gelap di 2023: Resesi Global Akan Terjadi! |
Jokowi Manipulatif Cebong 1,4 M Wirda Adekmu  Open PO Minions Perfect Strangers Argentina Ronaldo #BapakPewarisUtang #MidnightsTaylorSwift #AniesPresiden2024 #saveaniesbaswedan https://t.co/9GVPkBdNHi",1
"Rupiah menyentuh Rp 15.656 per dolar AS, Jumat 21/10/2022. Economic and Law Studies (Celios) Bhima Yudhistira berpendapat, tren pelemahan rupiah akan berlangsung hingga akhir tahun 2023. Ancaman resesi ekonomi global menjadi salah satu penyebabnya. #Voksupdate https://t.co/PlL1zOKeRx",1
"@IchaVarma Jadi inget dulu pada ngotot bilang 2012 kiamat, ampe dibikin film wkwk kemana ya skrg org2nya ? Ini skrg ngotot bilang 2023 resesi ekonomi semua org down ekonominya ampe gamampu beli beras wkwk. Tar liat aja taun depan. Tp org2 gini sih slow aja, nanti blg : kan sy cm ingetin lol",1
"2023 resesi ekonomi, abis lulus trus fresh graduate bakal sulit cari lapangan pekerjaan. Kenalan orang dalam ga bakal bantu banyak. Sekarang gua harus berserah sama Tuhan.

krn tanpa Dia, gua bisa ngetwit ini pun udah anugrah sebenarnya #ChangeMyMind",1
"Saksikan sekarang!
#GeloraTalks edisi 67
WASPADA!! RESESI EKONOMI 2023 MENGINTAI, BAGAIMANA KESIAPAN INDONESIA?

🔴 LIVE STREAMING
↘️ #GeloraTV
https://t.co/yGn0IlfmfB
https://t.co/yGn0IlfmfB
https://t.co/yGn0IlfmfB
↘️ Facebook https://t.co/2hPaLE0dqM
@anismatta @Fahrihamzah https://t.co/OGyvY70rVn",1
"Semua bahas 2023 resesi, ekonomi bakal buruk bahkan ada yg bilang semua bakal susah, ok ok bersiap-siap si bagus, tapi ingat cara kerja perekonomian itu ngga langsung semua down gitu aja, mungkin ada sebagian yg mengalami penurunan tapi pasti ada juga yg justru malah meningkat",1
"WASPADA!! RESESI EKONOMI 2023 MENGINTAI, BAGAIMANA KESIAPAN INDONESIA?

Saksikan #GeloraTalks 67
🕞 Rabu 19 Oktober 2022
Pukul 15.30 WIB
🔴 LIVE STREAMING
↘️ #GeloraTV
https://t.co/fqQ6ishMfy
https://t.co/fqQ6ishMfy
https://t.co/fqQ6ishMfy
↘️ https://t.co/W4Yn35X9yL @anismatta https://t.co/24EsIRcO28",1
"Indonesia sendiri dengan proyeksi pertumbuhan ekonomi 5,0 persen di 2023 terbilang superior
#EkonomiMeroket
Indonesia Bebas Resesi
https://t.co/R3T9kTkvzp",1
"WASPADA!! RESESI EKONOMI 2023 MENGINTAI, BAGAIMANA KESIAPAN INDONESIA?

Ikuti #GeloraTalks edisi 67
🕞 Rabu 19 Oktober 2022
Pukul 15.30 WIB

🔴 LIVE STREAMING
↘️ #GeloraTV
https://t.co/fqQ6ishMfy
https://t.co/fqQ6ishMfy
https://t.co/fqQ6ishMfy
@anismatta @Fahrihamzah @RamliRizal https://t.co/GF58WpDWa7",1
"Kabar soal resesi 2023 dikata hanya omongan influencer yg gatau fakta.

Sy baru ngeh, resesi itu sesuatu yg sangat wajar bagi ekonomi Kapitalisme. Krisisnya punya siklus. Liat aja Great Depression 1930an. Krisis moneter 1998, dll.",1
"Disclaimer : gua bukan super expert di ekonomi makro mikro gitu haha

Tapi gua uda denger banyak influencer keuangan buat konten tentang resesi 2023

Which is itu bagus, gua juga teredukasi sih dengan info yang di kasih",1
"Waduh. Nanti kerajaan ya cuma nonton TV doang dong, ndengerin radio tok, tak bisa eksis di dunia broadcasting. 

Palingan live TikTok lapak ye. Kalik ya. Itulah hidup. Hidup adalah perjuangan. Berjuang hindari jurang yang. Tahun 2023 ada potensi Resesi Ekonomi cuy. #KDRT",1
"Terus ada bau2 resesi tahun depan ga seburuk yg digembor2kan deh. Recession Paradox. Dimana fear terlalu besar saat ini, jangan2 Q1 2023 sudah bottoming? Kemudian kembali normal bahkan pertumbuhan ekonomi meningkat pesat di 2023 - 2024

*Kecuali WW3 beneran terjadi. Fix krisis",1
"Bangsat emang, kalopun ada resesi di tahun 2023 yaudah gak perlu dipercepat dari sekarang. Bahkan sampai nyuruh orang pada tuker rupiah ke dollar. Kita punya MenKeu yang bagus, kita juga punya Bank Indonesia yang dapat banyak penghargaan atas inovasi ekonomi. Calm down+",1
"Cuih, gak ada tahun segelap pandemi, segelap gelapnya resesi 2023 at least kita masih bisa beraktivitas dan kegiatan ekonomi jalan. Apakah ini campaign?
Mark my words. 2023 we'll be just fine",1
"Untuk menyambut tahun 2023 harus pintar mengelola keuangan agar siap menghadapi resesi hadir ditengah perekonomian diakan datang. Pas banget Sinar Mas adain webinar dengan tema""Economic Outlook 2023 - Pertumbuhan Ekonomi di Tengah Inflasi Global"". Don't miss it dan pasang alarm",1
"WOW! Resesi Dunia 2023 ternyata bisa mempengaruhi market juga lho..

Kira-kira instrumen investasi apa yaa yang tepat di tengah situasi ekonomi global penuh tekanan?

#ResesiEkonomi #Investasi #Lucas #Leslar #BankMandiri #BRImo https://t.co/xe7icKXWtc",1
@baddasblood bittersweet gaksih wowkwk sweet seneng kesini lagi bitter nya sama mecimprut 😭😭😂😂😂😂 apa jangan2 mereka closing taun konser karena 2023 katanya mau resesi ya ekonomi dunia 🥲🥲 the real choi seungcheol semakin kaya kitanya enggak,1
"Liat berita resesi 2023 ekonomi dunia inflasi akan turun/gelap, meskipun saya kurang ngerti soal ekonomi apa dampaknya, Mudah²an tidak berdampak major.
Dan semoga untuk para pencari nafkah di lancarkan dan dijauhkan dari PHK😭🤲",1
"Bertebaran informasi soal resesi bidang ekonomi tahun 2023. Fresh graduate terancam susah mendapat pekerjaan. 
Semoga ga terancam susah dapet jodoh yaa. Wkw",1
Lama-lama jadi kepikiran resesi 2023. Newly wed 2tahunan + 2anak kaya saya yg masih struggle membangun ekonomi kira2 kocar kacir ga tuh ? 🥲,1
"@faris_sina 2008 dunia resesi, djp ada sunset policy yang bikin target penerimaan negara tercapai bahkan lebih jadi apbn jd secure. ini ngebantuuu bgt makanya ekonomi kita jadi aman
kalo memang 2023 ekonomi dunia bakal kayak 2008, pemerintah perlu buat strategi mitigasi kayak waktu 2008",1
"udah mulai ngga berasa karena %ongkir dari tanggal-tanggal spesial yang berbeda dari bulan-bulan sebelumnya. Tapi, menurutku bagus sih karena ketiadaan free ongkir ini jadi membuat masyarakat lebih aware terhadap keuangan apalagi mau mengalami resesi ekonomi global 2023 ngga sih?",1
"kr! katanya kan 2023 bakal resesi ekonomi, apakah masih memungkin utk dpt kerja? :’) kl antisipasi kalian gmn? dan kl misakan hrs kuliah lg sih, sejujurnya blm ada niat hehe thanks yaaa!",1
"work! katanya kan 2023 bakal resesi ekonomi, apakah masih memungkin utk dpt kerja? :’) kl antisipasi kalian gmn? dan kl misakan hrs kuliah lg sih, sejujurnya blm ada niat hehe thanks yaaa!",1
"Kr! Nabung di bibit worth it gak kalau sekarang? Kan 2023 resesi ekonomi katanya, takut turun tapi kalau di mbanking malah cepet abis nanti :(",1
"Harapan gw ya balik lagi ke zaman 2018 atau 2019, dimana ekonomi, pariwisata, dan lain lainnya itu normal ga kayak skrng. Apalagi nanti di tahun 2023 katanya dunia per ekonomiam bakal gelap atau adanya resesi :”) efek dari covid ni menimbulkan banyak permasalahan.",1
"udh bnyk bgt berita about global resesi ekonomi 2023. sesuai agenda @wef  dunia mau di reset di tata ulang. semua kengerian ini sampe 2030. sayang nya anak"" muda skrg ga sadar. mreka cm joget"" tiktok, main ML, dan ngeluh di twitter sambil pamer kesenangan di ig nya.",1
"udh bnyk bgt berita about global resesi ekonomi 2023. sesuai agenda @wef  dunia mau di reset di tata ulang. semua kengerian ini sampe 2030. sayang nya anak"" muda skrg ga sadar. mreka cm joget"" tiktok, main ML, dan ngeluh di twitter sambil pamer kesenangan di ig nya.",1
"@Saham_fess Kalau yg saham gorengan TP dlu aja kalau sdh cuan, saham yg untuk invest terlalu beresiko kalau di TP yang padahal resesi 2023 itu belom tentu terjadi di Indo, ekonomi indo itu kuat, Berita resesi dimana mana itu fear dari Big Money yang mau masuk di harga diskon,be wise✌🏻",1
"ya disisi lain kadang perlu aware juga sih sama life’s update kyk resesi contohnya. gilaa 2023 bakal kyk gimana ya kalo gaada freelance, passive income atau side job. ekonomi emang ga bisa ditebak.",1
"2023 :
Resesi ?
Banyak PHK ?
Ekonomi makin memburuk ?

Nah, I don’t mind it.
Just do work 100%, saving more, and don’t think something you can’t control.

Udah sangat muak dengan fear mongering kayak gini",1
Berita soal resesi dan prediksi krisis ekonomi 2023 ini bnr bnr bikin sesek ya. Imagine being a fresh grad in that era.,1
"Anak 98l agak gimana gitu ya
Lahir disaat krisis moneter (dunia)
Pas umur 25 tahun (2023) diprediksi akan terjadi resesi global

Emang lah kita anak2 strong yg diuji dengan keadaan ekonomi dunia yg sedang tidak baik",1
"Krisis ekonomi baru akan di Mulai,
The great depression.
Krisis langka yang akan mengguncang Indonesia.

Resesi 2023",1
"[LIVE] AWAS ‼️ RESESI EKONOMI 2023 KARENA BBM BAIK, SALAH URUS SEH ‼️ https://t.co/hgTvyW1k7u lewat @YouTube",1
"Oh wow..... Kemaren kita predict resesi kemungkinan baru terjadi di Q4 2022 Q1 2023 tapi ternyata oh ternyata

Kita sekarang lagi di resesi ekonomi 😵",1
"@OposisiCerdas Pak @jokowi lucu sih emang. Kmrn2 gembar gembor th 2023 akan resesi, ekonomi sulit dan hal2 ""gloomy"" laennya. Jd org takut spending. Jaga2 buat worst situation. Skrg suruh royal belanja. Yg betul yg mana sih? 🤔",-1
Hadirnya negara dalam penyelenggaraan haji minimal dilihat dari ongkos haji yang terjangkau ditengah kerasnya ekonomi resesi 2023. #haji2023 #bpkh #ongkoshajinaik,-1
Peneliti Center of Macroeconomic and Finance at Indef M Rizal Taufikurahman memprediksi resesi ekonomi global akan benar-benar terjadi pada 2023.  https://t.co/cplsdTLeha,-1
-lur pengen due konco ngobrol sik seneng bisnis. analisamu terkait kondisi makro ekonomi tahun 2023 iki piye lur soal resesi?,-1
"yee... yang produksi tadi pagi nih ,, mimin mau spill Behind The Scene Dialog Nasional Resesi Ekonomi 2023 Ancaman dan Tantangan Perekonomian Indonesia Bersama IMM Fakultas Ekonomi Bisnis 

#muhammadiyah #aisyiyah #tvmujogja #imm #immfeb #weareuad https://t.co/y7zjV0L3j4",-1
"Banyak Ramalan Terbukti Terjadi di Tahun 2022, Hard Gumay Prediksi Presiden 2024 Tubuh Gempal dan 2023 Tidak ada Resesi Ekonomi =&gt; https://t.co/FSNE8hH4Lm.",-1
"Banyak Ramalan Terbukti Terjadi di Tahun 2022, Hard Gumay Prediksi Presiden 2024 Tubuh Gempal dan 2023 Tidak ada Resesi Ekonomi https://t.co/QellBXIbSK lewat @WartaKepri.co.id",-1
"4 Januari 2023: Ibadah Doa GKY Green Lake City yang pertama di tahun 2023. Walau isu resesi ekonomi global mengancam, tapi dengan iman percaya penyertaan Allah yang imanuel, menyongsong masa depan dengan penuh harapan🙏 https://t.co/W2ls5VUZGp",-1
"@PEGADAIANSYARIA Bismillah 2023 pengen punya investasi jangka panjang, atau minimal tabungan, karena denger-denger tahun 2023 itu tahun resesi ekonomi. Jadi harus bersiap dengan segala kondisinya. #PegadaianSyariah
@rasap_ 
@ikhwanmu21 
@AhmadFalah23
@Mip_44 
@derinps",-1
"Sebelum memasuki awal tahun 2023 akan ada resesi ekonomi akan melanda di sebagian negara, akan sedikit menggangu stabilitas ekonomi dunia, namun hal itu bisa di tepis dgn viral si sad boy dgn permainan lato.Memang yg menjadi konsen yg lebih besar akan tertutup dgn hal hal begini.",-1
"SOAL RESESI 2023: JANGAN TERLALU TEGANG

Berdasarkan keterangan Menteri Keuangan Sri Mulyani Indrawati memprediksi ekonomi dunia akan masuk jurang resesi di tahun 2023.

Kendati demikian, seorang Indigo Hard Gumay menmprediksi perj…https://t.co/ntHesU0LaL https://t.co/u8EHS96UEQ",-1
"Tahun 2023 mau ngapain? 

Mau ganti semua produk pake local product, at least biarpun resesi, tapi ekonomi dalam negeri tetap bergerak. Bukannya malah ngucurin dana ke negara orang ☺",-1
"Ya, masalah 'ekonomi skala mikro' ini memberi diri untuk mengevaluasi diri dari sudut pandang 'uang'.

Terima kasih untuk pelajaran baiknya 2022. Dan masih akan lebih meng-'ikat pinggang' pengeluaran untuk bertahan di resesi 2023 &amp; 'black swan' lain di tahun depan.",-1
"Benarkah tahun 2023 terjadi resesi ekonomi? Ekonomi negara dalam kegelapan? DUh, serem ya mikirin ini. Mending baca yang positif aja deh,kayak berita CEO yang bertemu untuk diskusi soal ekonomi spt yang mb @LeylaImtichanah tulis ini,
https://t.co/eWjN2kyxNt Selasa",-1
fuck resesi ekonomi 2023,-1
"Resesi 2023?
.
Pertama, kita flashback ke apa yg terjadi dari 2020-20220. Konklusi pertama adalah ""pertumbuhan indonesia itu ekonominya kuat"", resesi itu kemungkinannya kecil.
Resesi itu adalah pertumbuhan ekonomi minus 6 bulan lebih. Itu kecil, US udah resesi dan",-1
Sudah tayang! Ini menjadi penting karena aku tak mau ada konspirasi hati yang mengganggu harmonisasi dalam statusisasi ekonomi yang akan resesi di 2023. Lalu konsonan langit yang akan menjadi sebuah takdir cinta yg selalu work hard pray hard. Enjoy 💙 https://t.co/R95VfGEbHY https://t.co/ej5n0CaGh4,-1
"kebebasan ekonomi adalah kalau aku bisa tanpa beban ngetwit:
2023 resesi saatnya PO SHF Black Sun dan SHF Shin Kamen Rider!!!",-1
"Hancur-hancuran kita 2023.... Pandemi yg gakunjung usai (bau-baunya kayak flu Spanyol ato kolera jaman Hindia Belanda yg ampe sedasawarsa-an gak beres-beres) ditambah resesi ekonomi dan krisis Rusia-Ukraina.... kuatkan mental dan kencangkan tali pinggang, kengkawan.",-1
